company_name,symbol
Deem Roll-Tech Ltd.,DEEMSM
L&T Technology Services Ltd.,LTTSEQ
Nitiraj Engineers Ltd.,NITIRAJEQ
Felix Industries Ltd.,FELIXST
Macpower CNC Machines Ltd.,MACPOWERBE
Craftsman Automation Ltd.,CRAFTSMANEQ
Tembo Global Industries Ltd.,TEMBOBE
Tembo Global Industries Ltd.,TEMBO-REBE
Supreme Engineering Ltd.,SUPREMEENGBE
Marshall Machines Ltd.,MARSHALLEQ
Marshall Machines Ltd.,MARSHAL-REBE
Ahlada Engineers Ltd.,AHLADAEQ
Pritika Engineering Components Ltd.,PRITIKAST
Sterling and Wilson Renewable Energy Ltd.,SWSOLAREQ
Gensol Engineering Ltd.,GENSOLEQ
Euro Panel Products Ltd.,EUROBONDSM
Atam Valves Ltd.,ATAMEQ
BEW Engineering Ltd.,BEWLTDSM
Krishna Defence and Allied Industries Ltd.,KRISHNADEFST
Ameya Precision Engineers Ltd.,AMEYAST
Rite Zone Chemcon India Ltd.,RITEZONESM
Anlon Technology Solutions Ltd.,ANLONSM
Holmarc Opto-Mechatronics Ltd.,HOLMARCSM
Azad Engineering Ltd.,AZADEQ
Presstonic Engineering Ltd.,PRESSTONICSM
Konstelec Engineers Ltd.,KONSTELECSM
Megatherm Induction Ltd.,MEGATHERMSM
Aluwind Architectural Ltd.,ALUWINDST
Winsol Engineers Ltd.,WINSOLSM
Z-Tech (India) Ltd.,ZTECHST
Falcon Technoprojects India Ltd.,FALCONTECHSM
Rappid Valves (India) Ltd.,RAPPIDSM
TechEra Engineering (India) Ltd.,TECHERASM
United Heat Transfer Ltd.,UNITEDHEATST
Technofab Engineering Ltd.,TECHNOFABBZ
ART Nirman Ltd.,ARTNIRMANBE
Pansari Developers Ltd.,PANSARIBE
Dhruv Consultancy Services Ltd.,DHRUVBE
Rudrabhishek Enterprises Ltd.,REPLEQ
Rulka Electricals Ltd.,RULKASM
Greaves Cotton Ltd.,GREAVESEQ1
Greaves Cotton Ltd.,GREAVESCOTEQ
Cummins India Ltd.,CUMMINSINDEQ
Swaraj Engines Ltd.,SWARAJENGEQ1
Swaraj Engines Ltd.,SWARAJENGEQ
Kirloskar Oil Engines Ltd.,KIRLOSENGEQ
Castrol India Ltd.,CASTROLINDEQ
Veedol Corporation Ltd.,VEEDOLEQ
Envair Electrodyne Ltd.,KIRLOSELECBE
GP Petroleums Ltd.,GULFPETROEQ
Gulf Oil Lubricants India Ltd.,GULFOILLUBEQ
Arabian Petroleum Ltd.,ARABIANSM
Disa India Ltd.,GEORGFISCHBE
Electrosteel Castings Ltd.,ELECTCASTEQ
Electrosteel Castings Ltd.,ELECTCASTW1
Shah Alloys Ltd.,SHAHALLOYSBE
Simplex Castings Ltd.,SIMPLEXCASEQ
Steel Cast Ltd.,STEELCASEQ
Kalyani Forge Ltd.,KALYANIFRGEQ
M M Forgings Ltd.,MMFORGINGSEQ1
M M Forgings Ltd.,MMFLEQ
PTC Industries Ltd.,PTCILEQ
Alicon Castalloy Ltd.,ALICONEQ
Farmax India Ltd.,FARMAXINDBZ
Nelcast Ltd.,NELCASTEQ
Synergy Green Industries Ltd.,SGILEQ
Synergy Green Industries Ltd.,SGIL-REBE
Precision Metaliks Ltd.,PRECISIONSM
De Neers Tools Ltd.,DENEERSSM
Thaai Casting Ltd.,TCLSM
Amforge Industries Ltd.,AMFORGEINDBE
Bharat Forge Ltd.,BHARATFORGEQ
Bharat Forge Ltd.,BHARATFORGN1
Bharat Forge Ltd.,BHARATFORGW2
Bharat Forge Ltd.,BHARATFORGW1
EL Forge Ltd.,ELFORGEBE
Metalyst Forgings Ltd.,AHMEDFORGEEQ1
Metalyst Forgings Ltd.,METALFORGEBZ
Ramkrishna Forgings Ltd.,RKFORGEEQ
Hilton Metal Forging Ltd.,HILTONEQ
Hilton Metal Forging Ltd.,HILTON-REBE
LGB Forge Ltd.,LGBFORGEBE
Tirupati Forge Ltd.,TIRUPATIFLBE
Ganga Forging Ltd.,GANGAFORGEEQ
Sona BLW Precision Forgings Ltd.,SONACOMSEQ
Rolex Rings Ltd.,ROLEXRINGSEQ
Uniparts India Ltd.,UNIPARTSEQ
Pattech Fitwell Tube Components Ltd.,PATTECHST
Sharp Chucks And Machines Ltd.,SCMLSM
Paramount Speciality Forgings Ltd.,PSFLSM
Ador Welding Ltd.,ADVANIORLIEQ1
Ador Welding Ltd.,ADORWELDEQ
Graphite India Ltd.,CARBEVFLOWEQ1
Graphite India Ltd.,GRAPHITEEQ
Esab India Ltd.,ESABINDIAEQ
HEG Ltd.,HEGEQ1
HEG Ltd.,HEGEQ
Panasonic Carbon India Co. Ltd.,PANCARBONEQ
UBE Industries Ltd.,WELDFLUXBE
Electro Force (India) Ltd.,EFORCESM
KSB Ltd.,KSBEQ
Kirloskar Brothers Ltd.,KIRLOSBROSEQ
Roto Pumps Ltd.,ROTOEQ
Shakti Pumps (India) Ltd.,SHAKTIPUMPBE
Latteys Industries Ltd.,LATTEYSBE
Vilas Transcore Ltd.,VILASSM
Dynamatic Technologies Ltd.,DYNAMATECHEQ1
Dynamatic Technologies Ltd.,DYNAMATECHEQ
Elgi Equipments Ltd.,ELGIEQUIPEQ1
Elgi Equipments Ltd.,ELGIEQUIPEQ
Elgi Equipments Ltd.,ELGIEQUIPN2
Elgi Equipments Ltd.,ELGIEQUIPW1
Ingersoll-Rand (India) Ltd.,INGERRANDEQ
Kirloskar Pneumatic Company Ltd.,KIRLPNUEQ
Semac Consultants Ltd.,SEMACBE
Yuken India Ltd.,YUKENEQ
Kirloskar Industries Ltd.,KIRLOSOILEQ1
Kirloskar Industries Ltd.,KIRLOSINDEQ
Mazda Ltd.,MAZDAEQ
M R Organisation Ltd.,MROIT
Revathi Equipment India Ltd.,REVATHIEQUEQ
Kennametal India Ltd.,WIDIAEQ1
Kennametal India Ltd.,KENNAMETEQ
Wendt (India) Ltd.,WENDTINDIAEQ1
Wendt (India) Ltd.,WENDTEQ
Lokesh Machines Ltd.,LOKESHMACHEQ
Ion Exchange (India) Ltd.,IONEXCHANGEQ1
Ion Exchange (India) Ltd.,IONEXCHANGEQ
Ecoboard Industries Ltd.,WESTERNBIOBE
Thermax Ltd.,THERMAXEQ
Thermax Ltd.,THERMAXP1
The Indian Card Clothing Company Ltd.,INDIANCARDEQ1
The Indian Card Clothing Company Ltd.,INDIANCARDEQ
Lakshmi Machine Works Ltd.,LMWEQ
Indbank Merchant Banking Services Ltd.,INDBANKEQ
Crisil Ltd.,CRISILEQ
Tourism Finance Corporation of India Ltd.,TFCILTDEQ1
Tourism Finance Corporation of India Ltd.,TFCILTDEQ
Keynote Financial Services Ltd.,KEYCORPSEREQ1
Keynote Financial Services Ltd.,KEYFINSERVBE
DB (International) Stock Brokers Ltd.,DBSTOCKBROEQ
Ugro Capital Ltd.,UGROCAPEQ
Ugro Capital Ltd.,UGROCAPN1
Ugro Capital Ltd.,UGROCAPN2
Ugro Capital Ltd.,UGROCAPN3
Ugro Capital Ltd.,UGROCAPN4
Ugro Capital Ltd.,UGROCAPN5
Ugro Capital Ltd.,UGROCAPN6
Ugro Capital Ltd.,UGROCAPN7
Ugro Capital Ltd.,UGROCAPN8
Ugro Capital Ltd.,UGROCAPN9
Ugro Capital Ltd.,UGROCAPNA
Ugro Capital Ltd.,UGROCAPNB
Ugro Capital Ltd.,UGROCAPNC
Twentyfirst Century Management Services Ltd.,21STCENMGMBE
JIK Industries Ltd.,JIKINDSEQ1
JIK Industries Ltd.,JIKINDBZ
Choice International Ltd.,CHOICEINEQ
The Byke Hospitality Ltd.,BYKEEQ
Coral India Finance and Housing Ltd.,CORALFINACBE
Silicon Valley Infotech Ltd.,PRASGLOFINBE
Capri Global Capital Ltd.,CGCLEQ
Capri Global Capital Ltd.,CGCL-REBE
Suraj Ltd.,SURAJLTDBE
Panoramic Universal Ltd.,PANORAMUNIBZ
Khandwala Securities Ltd.,KHANDSEEQ1
Khandwala Securities Ltd.,KHANDSEEQ
Centrum Capital Ltd.,CENTRUMEQ
Kanani Industries Ltd.,KANANIINDEQ
Vikas Proppant & Granite Ltd.,VIKASPROPBZ
Responsive Industries Ltd.,RESPONINDEQ
Central Depository Services (India) Ltd.,CDSLEQ
Lakshmi Finance & Industrial Corporation Ltd.,LFICBE
Lloyds Enterprises Ltd.,LLOYDSENTEQ
Sequent Scientific Ltd.,SEQUENTBE
SVP Global Textiles Ltd.,SVPGLOBEQ
Fedbank Financial Services Ltd.,FEDFINAEQ
ICRA Ltd.,ICRAEQ
Firstsource Solutions Ltd.,FSLEQ
Aditya Birla Money Ltd.,BIRLAMONEYBE
Steel City Securities Ltd.,STEELCITYEQ
IIFL Finance Ltd.,IIFLEQ
IIFL Finance Ltd.,IIFLNH
IIFL Finance Ltd.,IIFLNI
IIFL Finance Ltd.,IIFLNJ
IIFL Finance Ltd.,IIFLNK
IIFL Finance Ltd.,IIFLNL
IIFL Finance Ltd.,IIFLNM
IIFL Finance Ltd.,IIFLNN
IIFL Finance Ltd.,IIFLNO
IIFL Finance Ltd.,IIFLNP
IIFL Finance Ltd.,IIFLNQ
IIFL Finance Ltd.,IIFLNR
IIFL Finance Ltd.,IIFLNS
IIFL Finance Ltd.,IIFLNT
IIFL Finance Ltd.,IIFLNU
IIFL Finance Ltd.,IIFLNV
IIFL Finance Ltd.,IIFLNW
IIFL Finance Ltd.,IIFLNX
IIFL Finance Ltd.,IIFLNY
IIFL Finance Ltd.,IIFLNZ
IIFL Finance Ltd.,IIFLY0
IIFL Finance Ltd.,IIFLY1
IIFL Finance Ltd.,IIFL-REBE
IIFL Finance Ltd.,IIFLNE
IIFL Finance Ltd.,IIFLNF
IIFL Finance Ltd.,IIFLNG
Dhani Services Ltd.,DHANIEQ
Dhani Services Ltd.,DHANIPPE1
Emkay Global Financial Services Ltd.,EMKAYBE
Transwarranty Finance Ltd.,TFLBE
Transwarranty Finance Ltd.,TFLPPE1
Transwarranty Finance Ltd.,TFL-REBE
Indiabulls Housing Finance Ltd.,SAMMAANCAPEQ
Indiabulls Housing Finance Ltd.,IBULHSGFINW1
Indiabulls Housing Finance Ltd.,IBULHSGFINN1
Indiabulls Housing Finance Ltd.,IBULHSGFINN2
Indiabulls Housing Finance Ltd.,IBULHSGFINN3
Indiabulls Housing Finance Ltd.,IBULHSGFINN4
Indiabulls Housing Finance Ltd.,IBULHSGFINN5
Indiabulls Housing Finance Ltd.,IBULHSGFINN6
Indiabulls Housing Finance Ltd.,IBULHSGFINN7
Indiabulls Housing Finance Ltd.,IBULHSGFINN8
Indiabulls Housing Finance Ltd.,IBULHSGFINN9
Indiabulls Housing Finance Ltd.,IBULHSGFINNA
Indiabulls Housing Finance Ltd.,IBULHSGFINNB
Indiabulls Housing Finance Ltd.,IBULHSGFINNC
Indiabulls Housing Finance Ltd.,IBULHSGFINND
Indiabulls Housing Finance Ltd.,IBULHSGFINNE
Indiabulls Housing Finance Ltd.,IBULHSGFINNF
Indiabulls Housing Finance Ltd.,IBULHSGFINNG
Indiabulls Housing Finance Ltd.,IBULHSGFINNH
Indiabulls Housing Finance Ltd.,IBULHSGFINNI
Indiabulls Housing Finance Ltd.,IBULHSGFINNJ
Indiabulls Housing Finance Ltd.,IBULHSGFINNK
Indiabulls Housing Finance Ltd.,IBULHSGFINNL
Indiabulls Housing Finance Ltd.,IBULHSGFINNM
Indiabulls Housing Finance Ltd.,IBULHSGFINNN
Indiabulls Housing Finance Ltd.,IBULHSGFINNO
Indiabulls Housing Finance Ltd.,IBULHSGFINNP
Indiabulls Housing Finance Ltd.,IBULHSGFINNQ
Indiabulls Housing Finance Ltd.,IBULHSGFINNR
Indiabulls Housing Finance Ltd.,IBULHSGFINNS
Indiabulls Housing Finance Ltd.,IBULHSGFINNT
Indiabulls Housing Finance Ltd.,IBULHSGFINNX
Indiabulls Housing Finance Ltd.,IBULHSGFINNY
Indiabulls Housing Finance Ltd.,IBULHSGFINNZ
Indiabulls Housing Finance Ltd.,IBULHSGFINY1
Indiabulls Housing Finance Ltd.,IBULHSGFINY2
Indiabulls Housing Finance Ltd.,IBULHSGFINY3
Indiabulls Housing Finance Ltd.,IBULHSGFINY4
Indiabulls Housing Finance Ltd.,IBULHSGFINY5
Indiabulls Housing Finance Ltd.,IBULHSGFINY6
Indiabulls Housing Finance Ltd.,IBULHSGFINY7
Indiabulls Housing Finance Ltd.,IBULHSGFINY8
Indiabulls Housing Finance Ltd.,IBULHSGFINY9
Indiabulls Housing Finance Ltd.,IBULHSGFINYA
Indiabulls Housing Finance Ltd.,IBULHSGFINYB
Indiabulls Housing Finance Ltd.,IBULHSGFINYC
Indiabulls Housing Finance Ltd.,IBULHSGFINYD
Indiabulls Housing Finance Ltd.,IBULHSGFINYG
Indiabulls Housing Finance Ltd.,IBULHSGFINYH
Indiabulls Housing Finance Ltd.,IBULHSGFINYI
Indiabulls Housing Finance Ltd.,IBULHSGFINYJ
Indiabulls Housing Finance Ltd.,IBULHSGFINYK
Indiabulls Housing Finance Ltd.,IBULHSGFINYL
Indiabulls Housing Finance Ltd.,IBULHSGFINYM
Indiabulls Housing Finance Ltd.,IBULHSGFINYN
Indiabulls Housing Finance Ltd.,IBULHSGFINYO
Indiabulls Housing Finance Ltd.,IBULHSGFINYP
Indiabulls Housing Finance Ltd.,IBULHSGFINYQ
Indiabulls Housing Finance Ltd.,IBULHSGFINYR
Indiabulls Housing Finance Ltd.,IBULHSGFINYS
Indiabulls Housing Finance Ltd.,IBULHSGFINYT
Indiabulls Housing Finance Ltd.,IBULHSGFINYU
Indiabulls Housing Finance Ltd.,IBULHSGFINYV
Indiabulls Housing Finance Ltd.,IBULHSGFINYW
Indiabulls Housing Finance Ltd.,IBULHSGFINYX
Indiabulls Housing Finance Ltd.,IBULHSGFINYY
Indiabulls Housing Finance Ltd.,IBULHSGFINYZ
Indiabulls Housing Finance Ltd.,IBULHSGFINZ1
Indiabulls Housing Finance Ltd.,IBULHSGFINZ2
Indiabulls Housing Finance Ltd.,IBULHSGFINZ3
Indiabulls Housing Finance Ltd.,IBULHSGFINZ4
Indiabulls Housing Finance Ltd.,IBULHSGFINZ5
Indiabulls Housing Finance Ltd.,IBULHSGFINZ6
Indiabulls Housing Finance Ltd.,IBULHSGFINZ7
Indiabulls Housing Finance Ltd.,IBULHSGFINZ8
Indiabulls Housing Finance Ltd.,IBULHSGFINZ9
Indiabulls Housing Finance Ltd.,IBULHSGFINZA
Indiabulls Housing Finance Ltd.,IBULHSGFINZB
Indiabulls Housing Finance Ltd.,IBULHSGFINZC
Indiabulls Housing Finance Ltd.,IBULHSGFINZD
Indiabulls Housing Finance Ltd.,IBULHSGFINZE
Indiabulls Housing Finance Ltd.,IBULHSGFINZF
Indiabulls Housing Finance Ltd.,IBULHSGFINZG
Indiabulls Housing Finance Ltd.,IBULHSGFINZH
Indiabulls Housing Finance Ltd.,IBULHSGFINZI
Indiabulls Housing Finance Ltd.,IBULHSGFINZJ
Indiabulls Housing Finance Ltd.,IBULHSGFINZK
Indiabulls Housing Finance Ltd.,IBULHSGFINZL
Indiabulls Housing Finance Ltd.,IBULHSGFINZM
Indiabulls Housing Finance Ltd.,IBULHSGFINZN
Indiabulls Housing Finance Ltd.,IBULHSGFINZO
Indiabulls Housing Finance Ltd.,IBULHSGFINZP
Indiabulls Housing Finance Ltd.,IBULHSGFINZQ
Indiabulls Housing Finance Ltd.,IBULHSGFINZR
Indiabulls Housing Finance Ltd.,IBULHSGFINZS
Indiabulls Housing Finance Ltd.,IBULHSGFINZT
Indiabulls Housing Finance Ltd.,IBULHSGFINZU
Indiabulls Housing Finance Ltd.,IBULHSGFINZV
Indiabulls Housing Finance Ltd.,IBULHSGFINZW
Indiabulls Housing Finance Ltd.,IBULHSGFINZX
Indiabulls Housing Finance Ltd.,IBULHSGFINZY
Indiabulls Housing Finance Ltd.,IBULHSGFINZZ
Indiabulls Housing Finance Ltd.,IBULHSGFINN0
Indiabulls Housing Finance Ltd.,IBULHSGFINAA
Indiabulls Housing Finance Ltd.,IBULHSGFINAB
Indiabulls Housing Finance Ltd.,IBULHSGFINAC
Indiabulls Housing Finance Ltd.,IBULHSGFINAD
Indiabulls Housing Finance Ltd.,IBULHSGFINAG
Indiabulls Housing Finance Ltd.,IBULHSGFINAH
Indiabulls Housing Finance Ltd.,IBULHSGFINAI
Indiabulls Housing Finance Ltd.,IBULHSGFINAJ
Indiabulls Housing Finance Ltd.,IBULHSGFINAK
Indiabulls Housing Finance Ltd.,IBULHSGFINAL
Indiabulls Housing Finance Ltd.,IBULHSGFINAM
Indiabulls Housing Finance Ltd.,IBULHSGFINAN
Indiabulls Housing Finance Ltd.,IBULHSGFINAO
Indiabulls Housing Finance Ltd.,IBULHSGFINAP
Indiabulls Housing Finance Ltd.,IBULHSGFINAQ
Indiabulls Housing Finance Ltd.,IBULHSGFINAR
Indiabulls Housing Finance Ltd.,IBULHSGFINAS
Indiabulls Housing Finance Ltd.,IBULHSGFINAT
Indiabulls Housing Finance Ltd.,IBULHSGFINAU
Indiabulls Housing Finance Ltd.,IBULHSGFINAV
Indiabulls Housing Finance Ltd.,IBULHSGFINAW
Indiabulls Housing Finance Ltd.,IBULHSGFINAX
Indiabulls Housing Finance Ltd.,IBULHSGFINAY
Indiabulls Housing Finance Ltd.,IBULHSGFINAZ
Indiabulls Housing Finance Ltd.,IBULHSGFINBA
Indiabulls Housing Finance Ltd.,IBULHSGFINBC
Indiabulls Housing Finance Ltd.,IBULHSGFINBD
Indiabulls Housing Finance Ltd.,IBULHSGFINBF
Indiabulls Housing Finance Ltd.,IBULHSGN5
Indiabulls Housing Finance Ltd.,IBULHSGFINBH
Indiabulls Housing Finance Ltd.,IBULHSGFINBI
Indiabulls Housing Finance Ltd.,IBULHSGN7
Indiabulls Housing Finance Ltd.,IBULHSGN6
Indiabulls Housing Finance Ltd.,IBULHSGN9
Indiabulls Housing Finance Ltd.,IBULHSGN8
Indiabulls Housing Finance Ltd.,IBULHSGNB
Indiabulls Housing Finance Ltd.,IBULHSGNA
Indiabulls Housing Finance Ltd.,IBULHSGFINBR
Indiabulls Housing Finance Ltd.,IBULHSGFINBS
Indiabulls Housing Finance Ltd.,IBULHSGFINBU
Indiabulls Housing Finance Ltd.,IBULHSGFINBV
Indiabulls Housing Finance Ltd.,IBULHSGFINBW
Indiabulls Housing Finance Ltd.,IBULHSGFINBX
Indiabulls Housing Finance Ltd.,IBULHSGND
Indiabulls Housing Finance Ltd.,IBULHSGNC
Indiabulls Housing Finance Ltd.,IBULHSGN1
Indiabulls Housing Finance Ltd.,IBULHSGN2
Indiabulls Housing Finance Ltd.,IBULHSGN3
Indiabulls Housing Finance Ltd.,IBULHSGN4
Indiabulls Housing Finance Ltd.,IBULPPE1
Indiabulls Housing Finance Ltd.,IBUL-REBE
Indiabulls Housing Finance Ltd.,IBULHSGFINNU
Indiabulls Housing Finance Ltd.,IBULHSGFINNV
Indiabulls Housing Finance Ltd.,IBULHSGFINNW
Network18 Media & Investments Ltd.,NETWORK18EQ
Network18 Media & Investments Ltd.,NETWORK18W1
Network18 Media & Investments Ltd.,NETWORK18P2
Network18 Media & Investments Ltd.,NETWORK18P1
Nahar Capital & Financial Services Ltd.,NAHARCAPEQ
Pincon Spirit Ltd.,PINCONBZ
Edelweiss Financial Services Ltd.,EDELWEISSEQ
Motilal Oswal Financial Services Ltd.,MOTILALOFSEQ
Indiabulls Commercial Credit Ltd.,IBUCCREDITN1
Indiabulls Commercial Credit Ltd.,IBUCCREDITN2
Indiabulls Commercial Credit Ltd.,IBUCCREDITN3
Indiabulls Commercial Credit Ltd.,IBUCCREDITN4
Indiabulls Commercial Credit Ltd.,IBUCCREDITN5
Indiabulls Commercial Credit Ltd.,IBUCCREDITN6
Indiabulls Commercial Credit Ltd.,IBUCCREDITN7
Indiabulls Commercial Credit Ltd.,IBUCCREDITN8
Indiabulls Commercial Credit Ltd.,IBUCCREDITN9
Indiabulls Commercial Credit Ltd.,IBUCCREDITNA
Indiabulls Commercial Credit Ltd.,IBUCCREDITNB
Indiabulls Commercial Credit Ltd.,IBUCCREDITNC
Indiabulls Commercial Credit Ltd.,IBUCCREDITND
Indiabulls Commercial Credit Ltd.,IBUCCREDITNE
Indiabulls Commercial Credit Ltd.,IBUCCREDITNF
Indiabulls Commercial Credit Ltd.,IBUCCREDITNG
Indiabulls Commercial Credit Ltd.,IBUCCREDITNH
Indiabulls Commercial Credit Ltd.,IBUCCREDITNI
Indiabulls Commercial Credit Ltd.,IBUCCREDITNJ
Indiabulls Commercial Credit Ltd.,IBUCCREDITNK
Indiabulls Commercial Credit Ltd.,IBUCCREDITNL
Indiabulls Commercial Credit Ltd.,IBUCCREDITNM
Indiabulls Commercial Credit Ltd.,IBUCCREDITNN
Indiabulls Commercial Credit Ltd.,IBUCCREDITNO
Indiabulls Commercial Credit Ltd.,IBUCCREDITNP
Indiabulls Commercial Credit Ltd.,IBUCCREDITNQ
Indiabulls Commercial Credit Ltd.,IBUCCREDITNR
Indiabulls Commercial Credit Ltd.,IBUCCREDITNS
Religare Enterprises Ltd.,RELIGAREEQ
PTC India Financial Services Ltd.,PFSEQ
Bajaj Finserv Ltd.,BAJAJFINSVEQ
SBI Cards and Payment Services Ltd.,SBICARDEQ
Nuvama Wealth Management Ltd.,NUVAMAEQ
ECL Finance Ltd.,ECLFINANCEN1
ECL Finance Ltd.,ECLFINANCEN2
ECL Finance Ltd.,ECLFINANCEN3
ECL Finance Ltd.,ECLFINANCEN4
ECL Finance Ltd.,ECLFINANCEN8
ECL Finance Ltd.,ECLFINANCEN9
ECL Finance Ltd.,ECLFINANCENA
ECL Finance Ltd.,ECLFINANCENB
ECL Finance Ltd.,ECLFINANCENC
ECL Finance Ltd.,ECLFINANCEND
ECL Finance Ltd.,ECLFINANCENE
ECL Finance Ltd.,ECLFINANCENF
ECL Finance Ltd.,ECLFINANCENG
ECL Finance Ltd.,ECLFINANCENH
ECL Finance Ltd.,ECLFINANCENI
ECL Finance Ltd.,ECLFINANCENJ
ECL Finance Ltd.,ECLFINANCENK
ECL Finance Ltd.,ECLFINANCENL
ECL Finance Ltd.,ECLFINANCENM
ECL Finance Ltd.,ECLFINANCENN
ECL Finance Ltd.,ECLFINANCENO
ECL Finance Ltd.,ECLFINANCENP
ECL Finance Ltd.,ECLFINANCENQ
ECL Finance Ltd.,ECLFINANCENR
ECL Finance Ltd.,ECLFINANCENS
ECL Finance Ltd.,ECLFINANCEN5
ECL Finance Ltd.,ECLFINANCEN6
ECL Finance Ltd.,ECLFINANCEN7
360 One Wam Ltd.,360ONEEQ
5Paisa Capital Ltd.,5PAISAEQ
Religare Finvest Ltd.,RELIFINN1
Religare Finvest Ltd.,RELIFINN2
Religare Finvest Ltd.,RELIFINN3
Religare Finvest Ltd.,RELIFINN4
Religare Finvest Ltd.,RELIFINN5
Religare Finvest Ltd.,RELIFINN6
Religare Finvest Ltd.,RELIFINN7
Religare Finvest Ltd.,RELIFINN8
Spandana Sphoorty Financial Ltd.,SPANDANAEQ
Bharat Financial Inclusion Ltd.,BHARATFINEQ
Angel One Ltd.,ANGELONEEQ
CreditAccess Grameen Ltd.,CREDITACCEQ
CreditAccess Grameen Ltd.,CREDITACCN1
CreditAccess Grameen Ltd.,CREDITACCN2
CreditAccess Grameen Ltd.,CREDITACCN3
CreditAccess Grameen Ltd.,CREDITACCN4
CreditAccess Grameen Ltd.,CREDITACCN5
CreditAccess Grameen Ltd.,CREDITACCN6
SREI Equipment Finance Ltd.,SREIBNPNCDN1
SREI Equipment Finance Ltd.,SREIBNPNCDN2
SREI Equipment Finance Ltd.,SREIBNPNCDN3
SREI Equipment Finance Ltd.,SREIBNPNCDN4
SREI Equipment Finance Ltd.,SREIBNPNCDN5
SREI Equipment Finance Ltd.,SREIBNPNCDN6
SREI Equipment Finance Ltd.,SREIBNPNCDN7
SREI Equipment Finance Ltd.,SREIBNPNCDN8
SREI Equipment Finance Ltd.,SREIBNPNCDN9
SREI Equipment Finance Ltd.,SREIBNPNCDNA
SREI Equipment Finance Ltd.,SREIBNPNCDNB
SREI Equipment Finance Ltd.,SREIBNPNCDNC
SREI Equipment Finance Ltd.,SREIBNPNCDND
SREI Equipment Finance Ltd.,SREIBNPNCDNE
SREI Equipment Finance Ltd.,SREIBNPNCDNF
SREI Equipment Finance Ltd.,SREIBNPNCDNG
SREI Equipment Finance Ltd.,SREIBNPNCDNH
SREI Equipment Finance Ltd.,SREIBNPNCDNI
SREI Equipment Finance Ltd.,SREIBNPNCDNJ
SREI Equipment Finance Ltd.,SREIBNPNCDNK
SREI Equipment Finance Ltd.,SREIBNPNCDNL
SREI Equipment Finance Ltd.,SREIBNPNCDNM
SREI Equipment Finance Ltd.,SREIBNPNCDNN
SREI Equipment Finance Ltd.,SREIBNPNCDNO
SREI Equipment Finance Ltd.,SREIBNPNCDNP
SREI Equipment Finance Ltd.,SREIBNPNCDNQ
SREI Equipment Finance Ltd.,SREIBNPNCDNR
SREI Equipment Finance Ltd.,SREIBNPNCDNS
SREI Equipment Finance Ltd.,SREIBNPNCDNT
SREI Equipment Finance Ltd.,SREIBNPNCDNU
SREI Equipment Finance Ltd.,SREIBNPNCDNV
SREI Equipment Finance Ltd.,SREIBNPNCDNW
Aditya Birla Finance Ltd.,ABFLN0
Aditya Birla Finance Ltd.,ABFLN1
Aditya Birla Finance Ltd.,ABFLN2
Aditya Birla Finance Ltd.,ABFLN3
Aditya Birla Finance Ltd.,ABFLN4
Aditya Birla Finance Ltd.,ABFLN5
Ujjivan Financial Services Ltd.,UJJIVANEQ
Sastasundar Ventures Ltd.,SASTASUNDREQ
Muthoot Finance Ltd.,MUTHOOTFINEQ
Muthoot Finance Ltd.,MUTHOOTFINN1
Muthoot Finance Ltd.,MUTHOOTFINN2
Muthoot Finance Ltd.,MUTHOOTFINN3
Muthoot Finance Ltd.,MUTHOOTFINN4
Muthoot Finance Ltd.,MUTHOOTFINN5
Muthoot Finance Ltd.,MUTHOOTFINN6
Muthoot Finance Ltd.,MUTHOOTFINNC
Muthoot Finance Ltd.,MUTHOOTFINN7
Muthoot Finance Ltd.,MUTHOOTFINN8
Muthoot Finance Ltd.,MUTHOOTFINN9
Muthoot Finance Ltd.,MUTHOOTFINNA
Muthoot Finance Ltd.,MUTHOOTFINNB
Muthoot Finance Ltd.,MUTHOOTFINND
Muthoot Finance Ltd.,MUTHOOTFINNF
Muthoot Finance Ltd.,MUTHOOTFINNG
Delphi World Money Ltd.,DELPHIFXBE
Inventure Growth & Securities Ltd.,INVENTUREEQ
Life Insurance Corporation of India,LICIEQ
The New India Assurance Company Ltd.,NIACLEQ
ICICI Prudential Life Insurance Company Ltd.,ICICIPRULIEQ
ICICI Lombard General Insurance Company Ltd.,ICICIGIEQ
HDFC Life Insurance Company Ltd.,HDFCLIFEEQ
SBI Life Insurance Company Ltd.,SBILIFEEQ
Tata Capital Ltd.,TATACAPN1
Tata Capital Ltd.,TATACAPN2
Tata Capital Ltd.,TATACAPN3
Tata Capital Ltd.,TATACAPN4
Star Health and Allied Insurance Company Ltd.,STARHEALTHEQ
State Bank of India,SBINT0
State Bank of India,SBINEQ
State Bank of India,SBINN1
State Bank of India,SBINN2
State Bank of India,SBINN3
State Bank of India,SBINN4
State Bank of India,SBINN5
State Bank of India,SBINN6
Bank of Baroda,BANKBARODAT0
Bank of Baroda,BANKBARODAEQ
Bank of India,BANKINDIAEQ
Bank of Maharashtra,MAHABANKEQ
Central Bank of India,CENTRALBKEQ
Indian Overseas Bank,IOBEQ1
Indian Overseas Bank,IOBEQ
Punjab National Bank,PNBEQ
UCO Bank,UCOBANKEQ
Union Bank of India,UNIONBANKT0
Union Bank of India,UNIONBANKEQ
Indian Bank,INDIANBEQ
